Directive ID,Administration,President,Directive Type,Number,Title,Signed Date,Published Date,Federal Register Citation,Federal Register URL,Official PDF URL,Related Directive IDs,Relationship Notes,First Seen,Last Changed,Content Fingerprint,Review Status,ARRP Record IDs,Source IDs,Disposition Rationale,Reviewed Date
2025-03946,Trump II,Donald Trump,Proclamation,10899,"Irish-American Heritage Month, 2025",2025-03-06,2025-03-11,90 FR 11653,https://www.federalregister.gov/documents/2025/03/11/2025-03946/irish-american-heritage-month-2025,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03946.pdf,,,2026-07-21,2026-07-21,7ba1164aa530811a2b5499984091ddb0ae682514426b673936af9fd1939b472e,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-03947,Trump II,Donald Trump,Proclamation,10900,"Women's History Month, 2025",2025-03-06,2025-03-11,90 FR 11655,https://www.federalregister.gov/documents/2025/03/11/2025-03947/womens-history-month-2025,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03947.pdf,,,2026-07-21,2026-07-21,b416adfc5452fe0597cfebbcd08823a94ba88291507f6ea55fae7757e53603e4,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-03948,Trump II,Donald Trump,Proclamation,10901,"National Consumer Protection Week, 2025",2025-03-06,2025-03-11,90 FR 11657,https://www.federalregister.gov/documents/2025/03/11/2025-03948/national-consumer-protection-week-2025,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03948.pdf,,,2026-07-21,2026-07-21,b8e712c411776ad6f35834a63d92e4ec2b7fb4eb11a30aab99b7ec7a51b9698f,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-03989,Trump II,Donald Trump,Executive Order,14230,Addressing Risks From Perkins Coie LLP,2025-03-06,2025-03-11,90 FR 11781,https://www.federalregister.gov/documents/2025/03/11/2025-03989/addressing-risks-from-perkins-coie-llp,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03989.pdf,,"See: EO 14147, January 20, 2025; EO 14237, March 14, 2025; EO 14250, March 27, 2025; EO 14246, March 25, 2025; EO 14263, April 9, 2025",2026-07-21,2026-07-21,59857287be45936fe602aeb71df58939f201ef734cef06d09bad9ac920a07a17,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-03990,Trump II,Donald Trump,Executive Order,14231,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Northern Border,2025-03-06,2025-03-11,90 FR 11785,https://www.federalregister.gov/documents/2025/03/11/2025-03990/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03990.pdf,,"See: EO 14193, February 1, 2025; EO 14257, April 2, 2025; EO 14289, April 29, 2025",2026-07-21,2026-07-21,82c6ebaef2626cdd244a645291618bdc1162b48fe7434be81d53e1bec5e001bc,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-03991,Trump II,Donald Trump,Executive Order,14232,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Southern Border,2025-03-06,2025-03-11,90 FR 11787,https://www.federalregister.gov/documents/2025/03/11/2025-03991/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-southern-border,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03991.pdf,,"See: EO 14194, February 1, 2025; EO 14289, April 29, 2025",2026-07-21,2026-07-21,234d231d1f800dbb5bd23d24a18789b48de75b40bf33b8f63472d30b9b946b61,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-03992,Trump II,Donald Trump,Executive Order,14233,Establishment of the Strategic Bitcoin Reserve and United States Digital Asset Stockpile,2025-03-06,2025-03-11,90 FR 11789,https://www.federalregister.gov/documents/2025/03/11/2025-03992/establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03992.pdf,,,2026-07-21,2026-07-21,d356172008a205d4dfdd9710807a282f9762d7a4bc86d1430eab5d177f6df3c9,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04102,Trump II,Donald Trump,Executive Order,14234,Establishing the White House Task Force on the FIFA World Cup 2026,2025-03-07,2025-03-12,90 FR 11883,https://www.federalregister.gov/documents/2025/03/12/2025-04102/establishing-the-white-house-task-force-on-the-fifa-world-cup-2026,https://www.govinfo.gov/content/pkg/FR-2025-03-12/pdf/2025-04102.pdf,,,2026-07-21,2026-07-21,aca894b72902d7bd4b3afaf2d39f8d7a78650ff10d418328b72b861eda511875,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04103,Trump II,Donald Trump,Executive Order,14235,Restoring Public Service Loan Forgiveness,2025-03-07,2025-03-12,90 FR 11885,https://www.federalregister.gov/documents/2025/03/12/2025-04103/restoring-public-service-loan-forgiveness,https://www.govinfo.gov/content/pkg/FR-2025-03-12/pdf/2025-04103.pdf,,,2026-07-21,2026-07-21,5d67a27e07248f724d13e45ebca75a65d7fdf6e11bda10e02ddd279f22362326,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04104,Trump II,Donald Trump,Notice,,Continuation of the National Emergency With Respect to Iran,2025-03-07,2025-03-12,90 FR 11887,https://www.federalregister.gov/documents/2025/03/12/2025-04104/continuation-of-the-national-emergency-with-respect-to-iran,https://www.govinfo.gov/content/pkg/FR-2025-03-12/pdf/2025-04104.pdf,,,2026-07-21,2026-07-21,7815b98a4d8f2c26980345c7745345fb77ca1c001a50a94fea81b44d37dd0f97,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04105,Trump II,Donald Trump,Proclamation,10902,"U.S. Hostage and Wrongful Detainee Day, 2025",2025-03-09,2025-03-12,90 FR 11889,https://www.federalregister.gov/documents/2025/03/12/2025-04105/us-hostage-and-wrongful-detainee-day-2025,https://www.govinfo.gov/content/pkg/FR-2025-03-12/pdf/2025-04105.pdf,,,2026-07-21,2026-07-21,e0ee66e7e58f46a3cc75e962c315b88bcd12b685769c2e9d8572ef5fbd55e8bf,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04865,Trump II,Donald Trump,Proclamation,10903,Invocation of the Alien Enemies Act Regarding the Invasion of the United States by Tren de Aragua,2025-03-14,2025-03-20,90 FR 13033,https://www.federalregister.gov/documents/2025/03/20/2025-04865/invocation-of-the-alien-enemies-act-regarding-the-invasion-of-the-united-states-by-tren-de-aragua,https://www.govinfo.gov/content/pkg/FR-2025-03-20/pdf/2025-04865.pdf,,,2026-07-21,2026-07-21,691c7a93805c7273b5e417c06585ec32b3f6641025013723341f19dbf8e2af82,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04866,Trump II,Donald Trump,Executive Order,14236,Additional Rescissions of Harmful Executive Orders and Actions,2025-03-14,2025-03-20,90 FR 13037,https://www.federalregister.gov/documents/2025/03/20/2025-04866/additional-rescissions-of-harmful-executive-orders-and-actions,https://www.govinfo.gov/content/pkg/FR-2025-03-20/pdf/2025-04866.pdf,,"Revokes: EO 13994, January 21, 2021; National Security Memo. 3, February 4, 2021; Memo. of February 4, 2021; EO 14026, April 27, 2021; Memo. of March 31, 2022; Presidential Determination No. 2022–13, May 18, 2022; Presidential Determination No. 2022–15, June 6, 2022; Presidential Determination No. 2022–16, June 6, 2022; Presidential Determination No. 2022–17, June 6, 2022; Presidential Determination No. 2022–18, June 6, 2022; EO 14081, September 12, 2022; Memo. of January 17, 2023; National Security Memorandum 18, February 23, 2023; Memo. of February 27, 2023; Memo. of November 16, 2023; EO 14112, December 6, 2023; EO 14119, March 6, 2024; EO 14126, September 6, 2024",2026-07-21,2026-07-21,c05cee41bb652f602f97062785e6cf6aa7537d55335285fb34e6d5a3f05caf3f,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04867,Trump II,Donald Trump,Executive Order,14237,Addressing Risks From Paul Weiss,2025-03-14,2025-03-20,90 FR 13039,https://www.federalregister.gov/documents/2025/03/20/2025-04867/addressing-risks-from-paul-weiss,https://www.govinfo.gov/content/pkg/FR-2025-03-20/pdf/2025-04867.pdf,,"See: EO 14147, January 20, 2025; EO 14230, March 6, 2025 Revoked by: EO 14244, March 21, 2025",2026-07-21,2026-07-21,7d04f52b176225e9923c25e7fb0516a07cb6e4b8e0a97eead99e9d842fcc0106,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04868,Trump II,Donald Trump,Executive Order,14238,Continuing the Reduction of the Federal Bureaucracy,2025-03-14,2025-03-20,90 FR 13043,https://www.federalregister.gov/documents/2025/03/20/2025-04868/continuing-the-reduction-of-the-federal-bureaucracy,https://www.govinfo.gov/content/pkg/FR-2025-03-20/pdf/2025-04868.pdf,,,2026-07-21,2026-07-21,b2a402d581ec14efcebea2ba225dfe5fd2ac9ae3bbed6538a25073dbaa743553,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04869,Trump II,Donald Trump,Memorandum,,Revisions to the 2022 Unified Command Plan,2025-03-14,2025-03-20,90 FR 13045,https://www.federalregister.gov/documents/2025/03/20/2025-04869/revisions-to-the-2022-unified-command-plan,https://www.govinfo.gov/content/pkg/FR-2025-03-20/pdf/2025-04869.pdf,,,2026-07-21,2026-07-21,e3b0e0b95fd99ba05f3c84bed8b0b37a2afdc39e017db1742ed87727c8aed715,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04970,Trump II,Donald Trump,Proclamation,10904,"National Agriculture Day, 2025",2025-03-18,2025-03-21,90 FR 13263,https://www.federalregister.gov/documents/2025/03/21/2025-04970/national-agriculture-day-2025,https://www.govinfo.gov/content/pkg/FR-2025-03-21/pdf/2025-04970.pdf,,,2026-07-21,2026-07-21,ab4db82d06500af0c2ec2334e334ea371de69cbed1dd65d14d62c536275dc18d,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04972,Trump II,Donald Trump,Proclamation,10905,"National Poison Prevention Week, 2025",2025-03-18,2025-03-21,90 FR 13265,https://www.federalregister.gov/documents/2025/03/21/2025-04972/national-poison-prevention-week-2025,https://www.govinfo.gov/content/pkg/FR-2025-03-21/pdf/2025-04972.pdf,,,2026-07-21,2026-07-21,e922f62953d5f31d9bb8075afd5f2e887efba7def5a14ef936975750e6bbd2ec,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-04973,Trump II,Donald Trump,Executive Order,14239,Achieving Efficiency Through State and Local Preparedness,2025-03-18,2025-03-21,90 FR 13267,https://www.federalregister.gov/documents/2025/03/21/2025-04973/achieving-efficiency-through-state-and-local-preparedness,https://www.govinfo.gov/content/pkg/FR-2025-03-21/pdf/2025-04973.pdf,,"See: EO 12656, November 18, 1988; EO 13618, July 6, 2012; EO 13961, December 7, 2020; EO 14017, February 24, 2021; EO 14123, June 14, 2024; EO 14146, January 19, 2025; EO 14149, January 20, 2025; EO 14180; January 24, 2025",2026-07-21,2026-07-21,fd6bd221f8a20e4bce9112d6f8648c56f634de290d258b4b1e4e7f374e1bed23,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05150,Trump II,Donald Trump,Proclamation,10906,"250th Anniversary of Patrick Henry's ""Give Me Liberty, Or Give Me Death!"" Speech",2025-03-20,2025-03-25,90 FR 13551,https://www.federalregister.gov/documents/2025/03/25/2025-05150/250th-anniversary-of-patrick-henrys-give-me-liberty-or-give-me-death-speech,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05150.pdf,,,2026-07-21,2026-07-21,90be2ea449ba55218acc35b78debc8801054b28971a314f2e7a0e1e98ad3efa0,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05197,Trump II,Donald Trump,Executive Order,14240,Eliminating Waste and Saving Taxpayer Dollars by Consolidating Procurement,2025-03-20,2025-03-25,90 FR 13671,https://www.federalregister.gov/documents/2025/03/25/2025-05197/eliminating-waste-and-saving-taxpayer-dollars-by-consolidating-procurement,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05197.pdf,,,2026-07-21,2026-07-21,907b22dd6c594229f958d9337a148d606b767e45804d02eefe8159e10ace0af1,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05212,Trump II,Donald Trump,Executive Order,14241,Immediate Measures To Increase American Mineral Production,2025-03-20,2025-03-25,90 FR 13673,https://www.federalregister.gov/documents/2025/03/25/2025-05212/immediate-measures-to-increase-american-mineral-production,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05212.pdf,,"Amended by: EO 14261, April 8, 2025 See: EO 14386, February 11, 2026",2026-07-21,2026-07-21,c70ce32486704123fd5d632e5726a99755e6a6809dffcfd198621e7aabfa125d,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05213,Trump II,Donald Trump,Executive Order,14242,"Improving Education Outcomes by Empowering Parents, States, and Communities",2025-03-20,2025-03-25,90 FR 13679,https://www.federalregister.gov/documents/2025/03/25/2025-05213/improving-education-outcomes-by-empowering-parents-states-and-communities,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05213.pdf,,,2026-07-21,2026-07-21,188104f96815f442d8c097e44b2b73d29cc5555d9dffdbe7d6ce035504f91383,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05214,Trump II,Donald Trump,Executive Order,14243,"Stopping Waste, Fraud, and Abuse by Eliminating Information Silos",2025-03-20,2025-03-25,90 FR 13681,https://www.federalregister.gov/documents/2025/03/25/2025-05214/stopping-waste-fraud-and-abuse-by-eliminating-information-silos,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05214.pdf,,,2026-07-21,2026-07-21,80c0a27a572eeb6b525bda3e28fec57c8b1e62ca2b0a81da9546e4656ef69b44,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05217,Trump II,Donald Trump,Memorandum,,Strengthening the Suitability and Fitness of the Federal Workforce,2025-03-20,2025-03-25,90 FR 13683,https://www.federalregister.gov/documents/2025/03/25/2025-05217/strengthening-the-suitability-and-fitness-of-the-federal-workforce,https://www.govinfo.gov/content/pkg/FR-2025-03-25/pdf/2025-05217.pdf,,,2026-07-21,2026-07-21,8211252c6361a0bf23d87b626d2528f5da169a0f50ca92d4ff51d4dd5ee0fa30,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05291,Trump II,Donald Trump,Executive Order,14244,Addressing Remedial Action by Paul Weiss,2025-03-21,2025-03-26,90 FR 13685,https://www.federalregister.gov/documents/2025/03/26/2025-05291/addressing-remedial-action-by-paul-weiss,https://www.govinfo.gov/content/pkg/FR-2025-03-26/pdf/2025-05291.pdf,,"Revokes: EO 14237, March 14, 2025",2026-07-21,2026-07-21,e0f22b88d75c5615f12322326d4bc6257fa78ded8c616a863c6280aec7405872,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05414,Trump II,Donald Trump,Proclamation,10907,"Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 2025",2025-03-24,2025-03-27,90 FR 13827,https://www.federalregister.gov/documents/2025/03/27/2025-05414/greek-independence-day-a-national-day-of-celebration-of-greek-and-american-democracy-2025,https://www.govinfo.gov/content/pkg/FR-2025-03-27/pdf/2025-05414.pdf,,,2026-07-21,2026-07-21,adef69e5ec516714e36e317cfeff94bb8e26285ad77bdec0b96e62c4300b15c1,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05440,Trump II,Donald Trump,Executive Order,14245,Imposing Tariffs on Countries Importing Venezuelan Oil,2025-03-24,2025-03-27,90 FR 13829,https://www.federalregister.gov/documents/2025/03/27/2025-05440/imposing-tariffs-on-countries-importing-venezuelan-oil,https://www.govinfo.gov/content/pkg/FR-2025-03-27/pdf/2025-05440.pdf,,"See: EO 13692, March 8, 2015; EO 13808, August 24, 2017; EO 13850, November 1, 2018; EO 13884, August 5, 2019; Proc. 10903, March 14, 2025; Notice of February 18, 2026 (91 FR 8357); EO 14389, February 20, 2026",2026-07-21,2026-07-21,e213e9d6cebe1675cb0a11ec1e44fd360ced60b0892686c3d6c13af36378aa93,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05519,Trump II,Donald Trump,Executive Order,14246,Addressing Risks From Jenner & Block,2025-03-25,2025-03-28,90 FR 13997,https://www.federalregister.gov/documents/2025/03/28/2025-05519/addressing-risks-from-jenner-and-block,https://www.govinfo.gov/content/pkg/FR-2025-03-28/pdf/2025-05519.pdf,,"See: EO 14147, January 20, 2025; EO 14230, March 6, 2025",2026-07-21,2026-07-21,35c635fb8153829f9f85700d4955bd8fa48680e8b1e047143d96950a28231876,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05522,Trump II,Donald Trump,Executive Order,14247,Modernizing Payments To and From America's Bank Account,2025-03-25,2025-03-28,90 FR 14001,https://www.federalregister.gov/documents/2025/03/28/2025-05522/modernizing-payments-to-and-from-americas-bank-account,https://www.govinfo.gov/content/pkg/FR-2025-03-28/pdf/2025-05522.pdf,,"See: EO 14250, March 27, 2025",2026-07-21,2026-07-21,3945c1112835b4763971eea5c17cb0d48f558c9c6741aee4a693517b55121753,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05523,Trump II,Donald Trump,Executive Order,14248,Preserving and Protecting the Integrity of American Elections,2025-03-25,2025-03-28,90 FR 14005,https://www.federalregister.gov/documents/2025/03/28/2025-05523/preserving-and-protecting-the-integrity-of-american-elections,https://www.govinfo.gov/content/pkg/FR-2025-03-28/pdf/2025-05523.pdf,,"See: EO 14019, March 7, 2021; EO 14148, January 20, 2025",2026-07-21,2026-07-21,525d5d387f0a6ed95581daadc9313e87b5b9c081a005315f8e00e8219d811922,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05524,Trump II,Donald Trump,Executive Order,14249,"Protecting America's Bank Account Against Fraud, Waste, and Abuse",2025-03-25,2025-03-28,90 FR 14011,https://www.federalregister.gov/documents/2025/03/28/2025-05524/protecting-americas-bank-account-against-fraud-waste-and-abuse,https://www.govinfo.gov/content/pkg/FR-2025-03-28/pdf/2025-05524.pdf,,,2026-07-21,2026-07-21,374f8f4d9c3f000cd1d8b7deebcb7c56fcebd58e6cf234662c33753258ee2ae7,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05930,Trump II,Donald Trump,Proclamation,10908,Adjusting Imports of Automobiles and Automobile Parts Into the United States,2025-03-26,2025-04-03,90 FR 14705,https://www.federalregister.gov/documents/2025/04/03/2025-05930/adjusting-imports-of-automobiles-and-automobile-parts-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05930.pdf,,,2026-07-21,2026-07-21,da4119f0cfff2444d833689ade1cdb700f35f879555436ce052372e28a59b0d7,Routed,HOR-040,SRC-1260,Completed baseline screening linked this directive to the listed ARRP and source-development records.,2026-07-21
2025-05593,Trump II,Donald Trump,Notice,,Continuation of the National Emergency With Respect to Significant Malicious Cyber-Enabled Activities,2025-03-27,2025-03-31,90 FR 14327,https://www.federalregister.gov/documents/2025/03/31/2025-05593/continuation-of-the-national-emergency-with-respect-to-significant-malicious-cyber-enabled,https://www.govinfo.gov/content/pkg/FR-2025-03-31/pdf/2025-05593.pdf,,,2026-07-21,2026-07-21,653fde83059aa13f61261ef318bba25da58755959528f92697e59c1381dfa550,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05836,Trump II,Donald Trump,Executive Order,14251,Exclusions From Federal Labor-Management Relations Programs,2025-03-27,2025-04-03,90 FR 14553,https://www.federalregister.gov/documents/2025/04/03/2025-05836/exclusions-from-federal-labor-management-relations-programs,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05836.pdf,,"Amends: EO 12171, November 19, 1979 See: EO 14343, August 28, 2025",2026-07-21,2026-07-21,1e40d6a065dcb63ecbb07b0a3d7d7e92b43cbf2b8c8558063744376280098cfe,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05837,Trump II,Donald Trump,Executive Order,14252,Making the District of Columbia Safe and Beautiful,2025-03-27,2025-04-03,90 FR 14559,https://www.federalregister.gov/documents/2025/04/03/2025-05837/making-the-district-of-columbia-safe-and-beautiful,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05837.pdf,,"See: EO 13933, June 26, 2020; EO 14189, January 29, 2025; EO 14339, August 25, 2025; EO 14340, August 25, 2025",2026-07-21,2026-07-21,383031f4682a18c29d27498b614d640dc7f70208bcaaa452f950f86ba0cd998c,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05838,Trump II,Donald Trump,Executive Order,14253,Restoring Truth and Sanity to American History,2025-03-27,2025-04-03,90 FR 14563,https://www.federalregister.gov/documents/2025/04/03/2025-05838/restoring-truth-and-sanity-to-american-history,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05838.pdf,,,2026-07-21,2026-07-21,14d2614b1ac54f830133d122b74a309ce5f87d812eb546307a056dd19d891b85,Routed,FUND-001; HER-001,SRC-1028,Completed baseline screening linked this directive to the listed ARRP and source-development records.,2026-07-21
2025-05845,Trump II,Donald Trump,Executive Order,14250,Addressing Risks From WilmerHale,2025-03-27,2025-04-03,90 FR 14549,https://www.federalregister.gov/documents/2025/04/03/2025-05845/addressing-risks-from-wilmerhale,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05845.pdf,,"See: EO 14147, January 20, 2025; EO 14230, March 6, 2025",2026-07-21,2026-07-21,d8a5f16f5b6809425dc6ce6b83cafb565bb65e13c213554b7158a0c0f7a36a7c,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05683,Trump II,Donald Trump,Notice,,Continuation of the National Emergency With Respect to South Sudan,2025-03-28,2025-04-01,90 FR 14329,https://www.federalregister.gov/documents/2025/04/01/2025-05683/continuation-of-the-national-emergency-with-respect-to-south-sudan,https://www.govinfo.gov/content/pkg/FR-2025-04-01/pdf/2025-05683.pdf,,,2026-07-21,2026-07-21,8403058f401ce6bf62007b35782ce7b14ac0fc35f25c83af9708577b3cdcff36,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05906,Trump II,Donald Trump,Executive Order,14254,Combating Unfair Practices in the Live Entertainment Market,2025-03-31,2025-04-03,90 FR 14699,https://www.federalregister.gov/documents/2025/04/03/2025-05906/combating-unfair-practices-in-the-live-entertainment-market,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05906.pdf,,,2026-07-21,2026-07-21,c774c1e459e5085c8dfb1fd8bff9b8fd16a0299c848b44d3177e1c24d4adf428,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-05908,Trump II,Donald Trump,Executive Order,14255,Establishing the United States Investment Accelerator,2025-03-31,2025-04-03,90 FR 14701,https://www.federalregister.gov/documents/2025/04/03/2025-05908/establishing-the-united-states-investment-accelerator,https://www.govinfo.gov/content/pkg/FR-2025-04-03/pdf/2025-05908.pdf,,,2026-07-21,2026-07-21,4fa3376a09b7b9be3e27d6ecf1b4eea124442262c5ab70552a1341c51ee6bcc4,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06026,Trump II,Donald Trump,Proclamation,10909,"World Autism Awareness Day, 2025",2025-04-01,2025-04-07,90 FR 14897,https://www.federalregister.gov/documents/2025/04/07/2025-06026/world-autism-awareness-day-2025,https://www.govinfo.gov/content/pkg/FR-2025-04-07/pdf/2025-06026.pdf,,,2026-07-21,2026-07-21,b4d8f10928de4f0619dd43ecff054fdf2a75d396b7e573661b691d6564eb132b,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06027,Trump II,Donald Trump,Executive Order,14256,Further Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China as Applied to Low-Value Imports,2025-04-02,2025-04-07,90 FR 14899,https://www.federalregister.gov/documents/2025/04/07/2025-06027/further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of,https://www.govinfo.gov/content/pkg/FR-2025-04-07/pdf/2025-06027.pdf,,"See: EO 14195, February 1, 2025; EO 14200, February 5, 2025; EO 14228, March 3, 2025; EO 14257, April 2, 2025; EO 14259, April 8, 2025 Superseded by: EO 14324, July 30, 2025 (in part)",2026-07-21,2026-07-21,efbb227b4974ee3e3ec8fee69b7218d3cf826f2834621ed77fac78d00117130c,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06063,Trump II,Donald Trump,Executive Order,14257,Regulating Imports With a Reciprocal Tariff To Rectify Trade Practices That Contribute to Large and Persistent Annual United States Goods Trade Deficits,2025-04-02,2025-04-07,90 FR 15041,https://www.federalregister.gov/documents/2025/04/07/2025-06063/regulating-imports-with-a-reciprocal-tariff-to-rectify-trade-practices-that-contribute-to-large-and,https://www.govinfo.gov/content/pkg/FR-2025-04-07/pdf/2025-06063.pdf,,"See: Proc. 9704, March 8, 2018; Proc. 9705, March 8, 2018; Proc. 9980, January 24, 2020; Memo. of January 20, 2025; EO 14193, February 1, 2025; EO 14194, February 1, 2025; EO 14197, February 3, 2025; EO 14198, February 3, 2025; Proc. 10895, February 10, 2025; Proc. 10896, February 10, 2025; Memo. of February 13, 2025; EO 14227, March 2, 2025; EO 14231, March 2, 2025; Proc. 10908, March 26, 2025; EO 14256, April 2, 2025; EO 14259, April 8, 2025; EO 14266, April 9, 2025; EO 14298, May 12, 2025; EO 14309, June 16, 2025; EO 14316, July 7, 2025; Proc. 10962, July 30, 2025; EO 14323, July 30, 2025; EO 14324, July 30, 2025; EO 14326, July 31, 2025; EO 14329, August 6, 2025; EO 14334, August 11, 2025; EO 14345, September 4, 2025; EO 14346, September 5, 2025; Proc. 10976, September 29, 2025; EO 14360, November 14, 2025; Proc. 10999, December 29, 2025; Proc. 11002, January 14, 2026; EO 14388, February 20, 2026; EO 14389, February 20, 2026; Notice of March 24, 2026 (91 FR 15517)",2026-07-21,2026-07-21,d7d09debfa5abd737715290746bf7f735ca471870e0d0e66ff6e9291fb8eb26e,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06158,Trump II,Donald Trump,Proclamation,10910,"Cancer Control Month, 2025",2025-04-03,2025-04-09,90 FR 15201,https://www.federalregister.gov/documents/2025/04/09/2025-06158/cancer-control-month-2025,https://www.govinfo.gov/content/pkg/FR-2025-04-09/pdf/2025-06158.pdf,,,2026-07-21,2026-07-21,aa71d4c469b1c642a0ecccb336fbee4ccd0d286daeabd4ea99bea30262e2fb33,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
